brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,52500
Ford,F-350 Lariat,2015,162000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,32000
BMW,X3 xDrive30i,2019,92040,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,24999
RAM,1500 SLT,2017,73690,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27000
Toyota,Tacoma Base,2009,48750,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Brown,Silver,None reported,Yes,17900
Cadillac,SRX Performance Collection,2011,124542,Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8450
Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,20000
Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,4-Speed A/T,Black,Beige,None reported,Yes,19000
BMW,650 i,2006,122141,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,10500
Subaru,Impreza WRX,2012,106000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,15000
Ford,Edge Titanium,2017,113294,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,16500
Kia,Telluride SX,2021,24423,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black,Black,None reported,,44315
Tesla,Model S Long Range,2022,28000,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,68750
RAM,1500 Rebel,2018,54800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,37050
Ford,Explorer XLT,2017,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,17500
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,61350
Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,At least 1 accident or damage reported,Yes,20499
Nissan,Armada Platinum,2018,119950,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20999
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,12500
Bentley,Bentayga V8,2021,24500,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,165000
Jeep,Gladiator Overland,2021,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,55000
BMW,M2 CS,2020,9670,Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,103500
Dodge,Charger SE,2017,63250,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,18650
Lincoln,MKX Black Label,2017,69431,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,26500
Toyota,Tundra SR5,2015,108044,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Black,–,None reported,Yes,31380
BMW,335 i,2008,98000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,13998
BMW,X1 xDrive28i,2019,52253,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,34500
Ford,F-350 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,99750
Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,39500
Dodge,Challenger GT,2021,40000,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,32500
Audi,S4 3.0 Prestige,2012,38718,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,31000
Toyota,Tacoma TRD Sport,2018,84184,Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,35998
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Red,Black,None reported,Yes,56500
INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,28900
Porsche,911 Carrera 4S,2002,119500,Gasoline,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,36995
Ford,Expedition Max Limited,2021,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,51999
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,92000
Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,27900
Jeep,Grand Cherokee Limited,2005,100500,Gasoline,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,9998
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,67000
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23450
Porsche,911 Carrera S,2020,28000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,134999
Porsche,911 GT3,2022,1750,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,275000
Cadillac,DTS Luxury,2007,130000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3499
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Red,None reported,Yes,69645
Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,34500
Chevrolet,Malibu 1LT,2017,54000,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,16000
Nissan,Quest SL,2011,185000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7500
Mercedes-Benz,SLK-Class SLK 250,2015,49000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,Yes,23500
GMC,Sierra 2500 Denali,2024,2043,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,81500
Lexus,RX 350 Base,2016,71750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,28000
Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic with Auto-Shift,Arctic White,Tension,None reported,,87500
BMW,330 i,2019,42200,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,27500
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,33500
Tesla,Model S 75D,2016,102260,,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,31300
Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,6.2L V8 16V GDI OHV,8-Speed Manual,Silver Flare Metallic,Adrenaline Red,None reported,,80900
Jaguar,XF 25t Prestige,2018,37777,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,32500
Ford,F-150 XLT,2021,35921,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Antimatter Blue Metallic,Black,None reported,,42995
Ford,Bronco Outer Banks,2023,1800,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Blue,,,54900
Scion,FR-S Monogram,2014,163019,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,8900
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Beige,None reported,Yes,35500
Chevrolet,Tahoe Premier,2019,48879,Gasoline,5.3L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,,49573
BMW,M3 Base,2002,117200,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000
Ford,F-150 Lariat,2016,25000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,65000
BMW,i3 Base w/Range Extender,2014,74500,,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,White,Gray,None reported,Yes,11499
INFINITI,G37 Journey,2013,33300,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,21990
Ford,Expedition XLT,2007,123921,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,6900
BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,39990
Aston,Martin Vantage GT Base,2015,21100,Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,80000
Chevrolet,Tahoe LT,2009,104733,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,15000
Ford,Transit-250 Base,2020,53000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,38500
Lexus,ES 250 Base,2021,17570,Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,,39998
RAM,1500 Rebel,2020,63875,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41900
Ford,Maverick XL,2023,12500,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Black,None reported,Yes,29999
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,10500
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,50000
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,92000
Pontiac,Solstice GXP,2007,7800,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,19000
Cadillac,XTS Luxury,2017,69289,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,20997
Toyota,Highlander Limited,2011,106000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16600
Lincoln,Navigator Reserve,2020,68000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,55999
Toyota,Highlander Hybrid Limited Platinum,2019,13828,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Black,None reported,Yes,43000
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999
Jeep,Wrangler SE,2003,92000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gold,Black,None reported,Yes,12500
Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,36500
Chevrolet,Trailblazer SS,2007,107800,Gasoline,395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15000
Audi,A5 2.0T Premium Plus,2019,23827,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,34995
Audi,A6 55 Premium,2020,25300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,White,Beige,None reported,Yes,39900
Mercedes-Benz,Sprinter 2500,2016,399000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,24500
Porsche,911 Carrera,2005,46200,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,49999
Chevrolet,Corvette Stingray w/2LT,2022,3158,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Red,None reported,Yes,85989
GMC,Acadia SLE,2021,26000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30900
Porsche,911 Carrera,2020,12758,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,107900
Chevrolet,Corvette Base,2007,123500,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,27000
Ford,Mustang GT Premium,2018,26840,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,42500
Ford,Edge SEL,2021,17836,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Ebony,None reported,Yes,31933
Cadillac,Escalade Luxury,2012,114500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,16100
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,89900
Toyota,Corolla LE,2016,17500,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,15100
Chevrolet,Express 2500 Work Van,2017,56000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,–,None reported,Yes,44600
Chevrolet,Trax LS,2020,20800,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,19000
Volkswagen,Golf Auto TSI S,2015,107543,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13200
Nissan,Pathfinder Silver,2012,206000,Gasoline,266.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,5000
Ford,F-150 Platinum,2018,37100,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,Black,Black,None reported,Yes,46000
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Beige,None reported,Yes,51900
Kia,Sportage LX,2010,208321,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,3500
Lexus,LS 460 Base,2012,200000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,9995
MINI,Cooper S Base,2012,66000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,10999
Bentley,Bentayga Activity Edition,2018,41000,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,113000
Volvo,XC60 T6 Inscription,2019,20623,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36800
Ford,Explorer Limited,2018,86000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900
Porsche,Cayenne Turbo GT,2022,1766,Gasoline,4.0L,Automatic,Custom Color,Black,None reported,,209995
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,73000
Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,72980
Toyota,Avalon Hybrid XLE Premium,2015,161000,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,11500
Nissan,Juke SL,2012,74750,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,12500
Porsche,911 Carrera 4,2013,67522,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,59500
MINI,Cooper S Base,2012,152000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,9000
Subaru,Ascent Touring 7-Passenger,2019,71273,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Brown,None reported,Yes,23900
Subaru,WRX STI Base,2017,37800,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,32500
Land,Rover Range Rover Sport HSE,2019,42000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,48990
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101,Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,White,–,None reported,Yes,44990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,92500
Tesla,Model 3 Performance,2020,45468,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999
Nissan,Armada SV,2017,187141,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16995
Porsche,Cayenne Turbo S,2014,99100,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32000
Subaru,Outback Touring XT,2021,33500,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Blue,Brown,None reported,Yes,34000
Acura,RLX Advance Package,2016,102665,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15450
Ford,Mustang GT,2001,52675,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,16995
BMW,330 i xDrive,2017,59203,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,23000
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,27000
Audi,SQ8 4.0T Premium Plus,2021,43238,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,76400
MINI,Cooper S Base,2007,118000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,3600
Ford,Mustang EcoBoost,2021,17300,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Yellow,Black,None reported,Yes,31000
Audi,RS 7 4.0T Prestige,2016,64800,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,50000
Mercedes-Benz,GLC 300 GLC 300,2022,1408,Gasoline,2.0 Liter Turbo,Automatic,Lunar Blue Metallic,–,None reported,,46798
Volkswagen,Touareg TDI Lux,2015,15167,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Gold,Black,None reported,Yes,35000
Porsche,Cayenne GTS,2016,64600,Gasoline,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,41000
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,83000
Tesla,Model X 100D,2018,23250,,518.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,57000
MINI,Cooper S Base,2011,63500,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,10500
RAM,1500 Laramie,2022,13464,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,46999
Chevrolet,Camaro Base,2001,64776,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,7500
Jeep,Cherokee X,2022,9601,Gasoline,3.2L V6 24V MPFI DOHC,Automatic,Sting Gray Clearcoat,Black,None reported,,33498
BMW,ALPINA B7 xDrive,2013,135000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,14000
Volvo,XC90 3.2 Premier Plus,2013,208864,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7500
INFINITI,Q50 3.0T Premium,2016,49872,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,21500
MINI,Cooper Base,2009,90367,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,9250
Porsche,911 Carrera 4S,2014,36670,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,82499
Jeep,Grand Wagoneer Base,2023,3752,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Ember Pearlcoat,Global Black,None reported,Yes,84620
Lexus,RX 350 Base,2021,30761,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Eminent White Pearl,Black,None reported,,44950
RAM,1500 Laramie,2022,13438,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,,46599
Jeep,Gladiator Overland,2020,9100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,49895
Chrysler,200 Limited,2017,100600,–,–,A/T,Black,Black,None reported,Yes,10000
Ford,Fusion Hybrid Base,2011,223824,Hybrid,156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Brown,At least 1 accident or damage reported,Yes,4500
